group_10297	,,group_10297
group_13666	PA14_02700,,group_13666
group_13664	PA14_02680,aldH,group_13664
group_39022	,,group_39022
group_26179	,,group_26179
group_19939	,,group_19939
group_39025	,,group_39025
group_71127	,,group_71127
group_39024	,,group_39024
tam_6	,,tam_6
tam_7	,,tam_7
tam_4	PA14_37510,,tam_4
tam_5	PA14_39660,,tam_5
tam_2	,,tam_2
tam_3	PA14_31370,tam,tam_3
tam_1	PA14_48590,,tam_1
rsd	PA14_69390,algQ,rsd
group_61285	,,group_61285
group_61286	,,group_61286
group_61287	,,group_61287
group_37350	,,group_37350
group_61281	,,group_61281
group_61283	,,group_61283
group_59337	,,group_59337
group_68254	,,group_68254
cya	,,cya
group_59334	,,group_59334
group_59333	,,group_59333
group_56100	,,group_56100
group_56103	,,group_56103
group_39028	,,group_39028
group_63381	,,group_63381
yejM_2	,,yejM_2
group_26428	,,group_26428
group_59339	,,group_59339
group_59338	,,group_59338
group_22334	,,group_22334
group_22337	,,group_22337
group_22336	PA14_55820,,group_22336
group_22331	,,group_22331
group_22330	,,group_22330
group_22333	,,group_22333
group_22332	,,group_22332
group_22339	,,group_22339
group_50342	,,group_50342
group_36771	,,group_36771
group_52242	,,group_52242
group_65967	,,group_65967
sufD	,,sufD
group_51654	,,group_51654
group_51655	,,group_51655
group_51656	,,group_51656
rubB	,,rubB
group_51650	,,group_51650
group_51651	,,group_51651
group_51652	,,group_51652
group_51653	,,group_51653
group_29730	,,group_29730
group_69141	,,group_69141
group_65269	,,group_65269
group_51658	,,group_51658
group_51659	,,group_51659
group_60889	,,group_60889
group_18178	,,group_18178
group_18179	,,group_18179
group_18172	,,group_18172
group_18173	,,group_18173
group_18170	,,group_18170
group_18171	,,group_18171
group_18176	,,group_18176
group_18177	,,group_18177
group_18174	,,group_18174
group_18175	,,group_18175
group_30141	,,group_30141
group_37825	,,group_37825
group_10369	,,group_10369
group_10368	,,group_10368
group_10367	,,group_10367
group_10366	,,group_10366
group_10365	,,group_10365
group_10364	,,group_10364
group_10363	,,group_10363
group_10362	,,group_10362
group_10361	,,group_10361
group_10360	,,group_10360
group_27552	,,group_27552
group_6994	PA14_05580,,group_6994
group_30142	,,group_30142
group_32854	,,group_32854
group_65261	,,group_65261
group_64612	,,group_64612
group_30144	,,group_30144
rppA	,,rppA
group_64614	,,group_64614
rppH	PA14_04390,ygdP,rppH
group_64615	,,group_64615
rnpA_2	,,rnpA_2
group_56245	,,group_56245
ftsI_1	,,ftsI_1
group_64616	,,group_64616
ftsI_2	,,ftsI_2
group_55527	,,group_55527
group_64617	,,group_64617
group_30985	,,group_30985
group_69374	,,group_69374
group_40689	,,group_40689
pknK_1	PA14_13150,,pknK_1
hmgA_1	,,hmgA_1
pknK_3	PA14_19850,,pknK_3
pknK_2	PA14_41800,,pknK_2
pknK_4	,,pknK_4
group_46792	,,group_46792
group_25819	,,group_25819
group_25818	,,group_25818
group_63490	,,group_63490
group_25811	,,group_25811
group_20866	,,group_20866
group_25813	,,group_25813
group_25815	,,group_25815
group_20862	,,group_20862
group_20861	,,group_20861
group_20860	,,group_20860
group_69284	,,group_69284
trfA	,,trfA
group_52309	,,group_52309
group_52308	,,group_52308
group_69280	,,group_69280
group_69281	,,group_69281
group_69282	,,group_69282
group_69283	,,group_69283
group_52303	,,group_52303
group_52302	,,group_52302
group_52301	,,group_52301
group_52300	,,group_52300
group_69288	,,group_69288
group_69289	,,group_69289
group_52305	,,group_52305
group_52304	,,group_52304
group_10589	,,group_10589
group_10588	,,group_10588
group_55525	,,group_55525
group_57769	,,group_57769
dnaK_1	PA14_64450,yegD,dnaK_1
group_10582	,,group_10582
group_10581	,,group_10581
dnaK_2	PA14_62970,dnaK,dnaK_2
group_10587	,,group_10587
group_57763	,,group_57763
group_10585	,,group_10585
group_69515	,,group_69515
group_50348	,,group_50348
group_26171	,,group_26171
group_38363	,,group_38363
group_53658	,,group_53658
group_45799	,,group_45799
group_30525	,,group_30525
group_53657	,,group_53657
group_53654	,,group_53654
group_69517	,,group_69517
group_53652	,,group_53652
group_53653	,,group_53653
group_53650	,,group_53650
group_53651	,,group_53651
group_16408	,,group_16408
group_16409	,,group_16409
group_31239	,,group_31239
group_16404	,,group_16404
rluA_2	PA14_22000,rluA,rluA_2
rluA_1	PA14_38090,,rluA_1
group_16407	,,group_16407
group_16400	,,group_16400
group_16401	,,group_16401
group_16402	,,group_16402
group_16403	,,group_16403
group_23880	,,group_23880
group_17752	,,group_17752
group_17751	,,group_17751
group_17750	,,group_17750
group_12989	,,group_12989
group_23885	,,group_23885
group_23886	,,group_23886
group_23887	,,group_23887
group_23888	,,group_23888
group_23889	,,group_23889
group_17759	,,group_17759
group_54470	,,group_54470
group_12981	,,group_12981
group_12980	,,group_12980
group_12983	,,group_12983
group_12982	,,group_12982
group_35086	,,group_35086
group_72788	,,group_72788
group_60636	,,group_60636
group_60637	,,group_60637
group_23484	,,group_23484
group_35084	,,group_35084
group_54916	,,group_54916
group_11180	,,group_11180
group_28776	,,group_28776
group_11182	,,group_11182
group_60635	,,group_60635
group_11184	,,group_11184
group_45796	,,group_45796
group_11186	,,group_11186
group_11187	,,group_11187
group_11188	,,group_11188
group_60632	,,group_60632
group_45797	,,group_45797
group_54911	,,group_54911
group_72820	,,group_72820
aroQ	PA14_68480,,aroQ
group_72822	,,group_72822
group_72823	,,group_72823
group_72824	,,group_72824
group_54912	,,group_54912
group_72826	,,group_72826
group_50026	,,group_50026
group_72828	,,group_72828
group_72829	,,group_72829
group_60631	A7J11_01431,aadA13,group_60631
group_30828	,,group_30828
aroA	PA14_23310,,aroA
aroB	PA14_66600,aroB,aroB
aroC	PA14_42760,aroC,aroC
aroD	,,aroD
group_74795	,,group_74795
group_74796	,,group_74796
aroG	,,aroG
group_74798	,,group_74798
group_74799	,,group_74799
aroL	,,aroL
group_61709	,,group_61709
group_61708	,,group_61708
group_50239	,,group_50239
group_50238	,,group_50238
group_64559	,,group_64559
group_64558	,,group_64558
group_64557	,,group_64557
group_50234	,,group_50234
group_61703	,,group_61703
dxr_1	,,dxr_1
group_64553	,,group_64553
group_61704	,,group_61704
group_64551	,,group_64551
group_64550	,,group_64550
group_56682	,,group_56682
group_56683	,,group_56683
group_56680	,,group_56680
group_56681	,,group_56681
group_53384	,,group_53384
group_56687	,,group_56687
group_69138	,,group_69138
group_69139	,,group_69139
group_69136	,,group_69136
group_69137	,,group_69137
group_69134	,,group_69134
group_56689	,,group_56689
group_69132	,,group_69132
group_69133	,,group_69133
group_69130	,,group_69130
group_69131	,,group_69131
group_62241	,,group_62241
stcD_2	PA14_71260,,stcD_2
stcD_1	PA14_65940,,stcD_1
group_62242	,,group_62242
group_23487	,,group_23487
group_62244	,,group_62244
group_62247	,,group_62247
group_46112	,,group_46112
group_62249	,,group_62249
group_62248	,,group_62248
dgdA	,,dgdA
group_68661	,,group_68661
group_37692	,,group_37692
group_68663	,,group_68663
group_68662	,,group_68662
group_66951	,,group_66951
group_66950	,,group_66950
group_66953	,,group_66953
group_41722	,,group_41722
group_66955	,,group_66955
group_66954	,,group_66954
group_66957	,,group_66957
group_50987	,,group_50987
group_66959	,,group_66959
group_66958	,,group_66958
mprA_1	,,mprA_1
group_41724	,,group_41724
group_32886	,,group_32886
group_32887	,,group_32887
group_32884	,,group_32884
group_32885	,,group_32885
group_32882	,,group_32882
group_32883	,,group_32883
group_32880	,,group_32880
group_32881	,,group_32881
group_46114	,,group_46114
group_32888	,,group_32888
group_32889	,,group_32889
group_56974	,,group_56974
group_56975	,,group_56975
group_56976	,,group_56976
group_56977	,,group_56977
group_56970	,,group_56970
group_56971	,,group_56971
group_56972	,,group_56972
group_56973	,,group_56973
group_56978	,,group_56978
group_56979	,,group_56979
group_29990	,,group_29990
group_68088	,,group_68088
group_61349	,,group_61349
group_18914	,,group_18914
group_18916	,,group_18916
group_18917	,,group_18917
group_18910	,,group_18910
group_18911	,,group_18911
quiC	,,quiC
quiB	,,quiB
group_40122	,,group_40122
group_18918	,,group_18918
group_18919	,,group_18919
nhoA	,,nhoA
creC_2	,,creC_2
group_75446	,,group_75446
group_75445	,,group_75445
group_75444	,,group_75444
group_75443	,,group_75443
group_75442	,,group_75442
group_75441	,,group_75441
group_75440	,,group_75440
group_53843	,,group_53843
group_61348	,,group_61348
group_41353	,,group_41353
group_75449	,,group_75449
group_75448	,,group_75448
group_60078	,,group_60078
group_60079	,,group_60079
group_72798	,,group_72798
group_72799	,,group_72799
group_27885	,,group_27885
group_72792	,,group_72792
group_60071	,,group_60071
group_72790	,,group_72790
group_60073	,,group_60073
group_72796	,,group_72796
group_72797	,,group_72797
group_60076	,,group_60076
group_72795	,,group_72795
group_27887	,,group_27887
group_7832	,,group_7832
group_27880	,,group_27880
group_30270	,,group_30270
group_28853	,,group_28853
group_65730	,,group_65730
group_32263	,,group_32263
group_65732	,,group_65732
group_32261	,,group_32261
group_8129	PA14_36170,,group_8129
group_65735	,,group_65735
group_65736	,,group_65736
group_65737	,,group_65737
group_65738	,,group_65738
group_65739	,,group_65739
group_8127	PA14_36110,,group_8127
group_32269	,,group_32269
group_56392	,,group_56392
group_8120	PA14_32280,,group_8120
group_8122	PA14_32350,,group_8122
mexR_2	,,mexR_2
mexR_1	,,mexR_1
group_76236	PA14_71760,,group_76236
group_76238	PA14_60930,,group_76238
group_63982	,,group_63982
group_23204	,,group_23204
group_67390	,,group_67390
group_25994	,,group_25994
group_21909	,,group_21909
group_21908	,,group_21908
group_67394	,,group_67394
group_67395	,,group_67395
group_67396	,,group_67396
group_67397	,,group_67397
group_21903	,,group_21903
group_67399	,,group_67399
group_21901	,,group_21901
group_21900	,,group_21900
group_21907	,,group_21907
group_57133	,,group_57133
group_21905	,,group_21905
group_21904	,,group_21904
group_66047	,,group_66047
group_66046	,,group_66046
group_66045	,,group_66045
group_50107	,,group_50107
group_66043	,,group_66043
group_66042	,,group_66042
tycC_1	,,tycC_1
tycC_2	,,tycC_2
tycC_3	,,tycC_3
tycC_4	,,tycC_4
tycC_5	,,tycC_5
group_66049	,,group_66049
group_66048	,,group_66048
group_8697	,,group_8697
group_8696	,,group_8696
group_8695	,,group_8695
group_8694	,,group_8694
group_8693	,,group_8693
group_27438	,,group_27438
group_8691	,,group_8691
group_8690	,,group_8690
group_63677	,,group_63677
group_27434	,,group_27434
group_63675	,,group_63675
group_63674	,,group_63674
group_27431	,,group_27431
group_63672	,,group_63672
group_8699	,,group_8699
group_8698	,,group_8698
group_50106	,,group_50106
group_48602	,,group_48602
group_44688	,,group_44688
group_17047	,,group_17047
group_58741	,,group_58741
group_17046	,,group_17046
group_12182	,,group_12182
group_72440	,,group_72440
virB4	,,virB4
virB5	,,virB5
virB6	,,virB6
group_17044	,,group_17044
virB1	,,virB1
group_68879	,,group_68879
group_17043	,,group_17043
virB8	,,virB8
virB9	,,virB9
group_73463	,,group_73463
group_73462	,,group_73462
group_73461	,,group_73461
group_73460	,,group_73460
group_73467	,,group_73467
group_73466	,,group_73466
group_73464	,,group_73464
group_73469	,,group_73469
group_17040	,,group_17040
group_50104	,,group_50104
group_23208	,,group_23208
catD_3	PA14_02840,pcaD,catD_3
catD_2	PA14_06270,catD,catD_2
catD_1	PA14_66830,phaD,catD_1
catD_6	,,catD_6
catD_5	,,catD_5
catD_4	PA14_21600,,catD_4
group_58743	,,group_58743
ltaS1	PA14_42670,,ltaS1
group_68871	,,group_68871
group_68080	,,group_68080
group_61341	,,group_61341
group_68896	,,group_68896
group_31625	,,group_31625
group_74894	,,group_74894
group_74893	,,group_74893
group_74890	,,group_74890
group_69694	,,group_69694
group_64088	,,group_64088
group_74899	,,group_74899
group_69287	,,group_69287
group_61340	,,group_61340
group_36197	,,group_36197
group_68897	,,group_68897
sufB	,,sufB
group_37182	,,group_37182
sufE	PA14_16920,sufE,sufE
group_72463	,,group_72463
group_42126	,,group_42126
group_41045	,,group_41045
group_26725	,,group_26725
group_57259	,,group_57259
dosP	,,dosP
group_15656	,,group_15656
rpmE2	PA14_17700,rpmE2,rpmE2
group_30130	,,group_30130
group_30131	,,group_30131
group_30132	,,group_30132
group_30133	,,group_30133
group_30134	,,group_30134
group_30135	,,group_30135
group_30136	,,group_30136
group_58586	,,group_58586
group_30138	,,group_30138
group_30139	,,group_30139
group_58585	,,group_58585
otsB	,,otsB
group_30827	,,group_30827
group_58584	,,group_58584
pagL	PA14_61650,pagL,pagL
group_61342	,,group_61342
group_58114	,,group_58114
group_31622	,,group_31622
group_58582	,,group_58582
group_47613	,,group_47613
group_47612	,,group_47612
group_47611	,,group_47611
group_36993	,,group_36993
mreB_3	,,mreB_3
group_47616	,,group_47616
group_36996	,,group_36996
group_47614	,,group_47614
group_36998	,,group_36998
group_36999	,,group_36999
group_47619	,,group_47619
group_47618	,,group_47618
group_67927	,,group_67927
group_68525	,,group_68525
group_37704	,,group_37704
group_10503	,,group_10503
group_74075	,,group_74075
group_49505	,,group_49505
group_49504	,,group_49504
group_49507	,,group_49507
group_49506	,,group_49506
group_49501	,,group_49501
group_49500	,,group_49500
group_49503	,,group_49503
group_49502	,,group_49502
group_58746	,,group_58746
group_71552	,,group_71552
fdm_1	,,fdm_1
group_49508	,,group_49508
group_68087	,,group_68087
group_28661	,,group_28661
group_60508	,,group_60508
group_61344	,,group_61344
group_68893	,,group_68893
group_50984	,,group_50984
group_58588	,,group_58588
group_67808	,,group_67808
group_67809	,,group_67809
group_43251	,,group_43251
group_73932	,,group_73932
citC_1	,,citC_1
group_67800	,,group_67800
group_19140	,,group_19140
group_67802	,,group_67802
group_67803	,,group_67803
group_67804	,,group_67804
group_28660	,,group_28660
group_67806	,,group_67806
group_67807	,,group_67807
group_61347	,,group_61347
group_65099	,,group_65099
group_65098	,,group_65098
group_65095	,,group_65095
group_65094	,,group_65094
group_65097	,,group_65097
group_65096	,,group_65096
group_65091	,,group_65091
group_65090	,,group_65090
group_65093	,,group_65093
group_65092	,,group_65092
edd_2	,,edd_2
group_42123	,,group_42123
group_8909	,,group_8909
group_8908	,,group_8908
group_8907	,,group_8907
group_8906	,,group_8906
group_67924	,,group_67924
group_8904	,,group_8904
group_8903	,,group_8903
group_8902	,,group_8902
group_8901	,,group_8901
group_8900	,,group_8900
group_59655	,,group_59655
pdaC	,,pdaC
group_11795	,,group_11795
mcrB_3	,,mcrB_3
group_42120	,,group_42120
group_26689	,,group_26689
group_37175	,,group_37175
group_26688	,,group_26688
group_74025	,,group_74025
group_41750	,,group_41750
group_37646	,,group_37646
group_37645	,,group_37645
group_37644	,,group_37644
group_58688	,,group_58688
group_37642	,,group_37642
group_37641	,,group_37641
group_41757	,,group_41757
group_58684	,,group_58684
group_58685	,,group_58685
group_58686	,,group_58686
group_58687	,,group_58687
group_58680	,,group_58680
group_42121	,,group_42121
group_37649	,,group_37649
group_58683	,,group_58683
group_31779	,,group_31779
group_31778	,,group_31778
group_40485	,,group_40485
group_43669	,,group_43669
group_40483	,,group_40483
group_40482	,,group_40482
group_40480	,,group_40480
group_31771	,,group_31771
group_31770	,,group_31770
group_31773	,,group_31773
group_31772	,,group_31772
group_31775	,,group_31775
group_31774	,,group_31774
group_31777	,,group_31777
group_40488	,,group_40488
group_26681	,,group_26681
group_26680	,,group_26680
group_57255	,,group_57255
group_30498	,,group_30498
rfaG_2	,,rfaG_2
group_9058	,,group_9058
group_9059	,,group_9059
group_28664	,,group_28664
group_43229	,,group_43229
group_62583	,,group_62583
group_9052	,,group_9052
group_26685	,,group_26685
group_41280	,,group_41280
group_9051	,,group_9051
group_41286	,,group_41286
group_9057	,,group_9057
group_9054	,,group_9054
group_9055	,,group_9055
group_46254	,,group_46254
group_46255	,,group_46255
group_46256	,,group_46256
group_46257	,,group_46257
group_46250	,,group_46250
group_26687	,,group_26687
group_46252	,,group_46252
group_46253	,,group_46253
group_26686	,,group_26686
group_46258	,,group_46258
group_46259	,,group_46259
group_62587	,,group_62587
group_14267	,,group_14267
group_43598	,,group_43598
group_14263	PA14_49310,,group_14263
group_14260	,,group_14260
group_48369	,,group_48369
group_48366	,,group_48366
group_48367	,,group_48367
group_48364	,,group_48364
group_48365	,,group_48365
group_48362	,,group_48362
group_48363	,,group_48363
group_48360	,,group_48360
group_48361	,,group_48361
group_45501	,,group_45501
group_45500	,,group_45500
group_45503	,,group_45503
group_45502	,,group_45502
group_45505	,,group_45505
group_45504	,,group_45504
group_45507	,,group_45507
group_45506	,,group_45506
group_31501	,,group_31501
aacA4_1	,,aacA4_1
aacA4_2	,,aacA4_2
aacA4_3	,,aacA4_3
group_40597	,,group_40597
group_62408	,,group_62408
group_62727	,,group_62727
group_58028	,,group_58028
group_39094	,,group_39094
group_62724	,,group_62724
group_22738	,,group_22738
