@Pseudomonas_aeruginosa_PA14|NC_008463|6537649
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name	Product_Name
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41290	CDS	3686172	3686288	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41300	CDS	3686462	3686683	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA1796.2	tRNA	3686871	3686946	-		tRNA-His
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41320	tRNA	3687017	3687098	-		tRNA-Leu
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41330	tRNA	3687156	3687228	-		tRNA-His
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41340	tRNA	3687283	3687356	-		tRNA-Arg
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41350	CDS	3687635	3688489	+	folD	bifunctional_5,10-methylene-tetrahydrofolate_dehydrogenase/_5,10-methylene-tetrahydrofolate_cyclohydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41360	CDS	3688547	3689929	-	cysS	cysteinyl-tRNA_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41380	CDS	3689939	3691609	-	glnS	glutaminyl-tRNA_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41390	CDS	3691732	3692229	+	ppiB	peptidyl-prolyl_cis-trans_isomerase_B
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41400	CDS	3692234	3692956	+		UDP-2,3-diacylglucosamine_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41420	CDS	3693088	3694419	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41430	CDS	3694468	3695091	-	miaE	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41440	CDS	3695262	3696125	+	uspA	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41450	CDS	3696181	3696648	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41470	CDS	3697030	3699639	+	acnB	bifunctional_aconitate_hydratase_2/2-methylisocitrate_dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41480	CDS	3699817	3701025	+	nasS	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41490	CDS	3701042	3701620	+	nasT	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41500	CDS	3701850	3702545	+		putative_lyase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41510	CDS	3702898	3704109	+	nasA	nitrate_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41520	CDS	3704178	3705779	+	ppkB	putative_serine/threonine-protein_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA1781.1	ncRNA	3705786	3706006	+	P11
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41530	CDS	3706047	3708497	+	nirB	assimilatory_nitrite_reductase_large_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41540	CDS	3708550	3708876	+	nirD	assimilatory_nitrite_reductase_small_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41560	CDS	3708903	3711629	+	nasA	assimilatory_nitrate_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41563	CDS	3711641	3712378	+	cobA	uroporphyrin-III_C-methyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41570	CDS	3712447	3713499	-	oprF	major_porin_and_structural_outer_membrane_porin_OprF_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41575	CDS	3713608	3714198	-	sigX	RNA_polymerase_sigma_factor_SigX
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41590	CDS	3714270	3715094	-	cmpX	putative_cytoplasmic_membrane_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41610	CDS	3715097	3715351	-	crfX	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41630	CDS	3715400	3716398	-	cmaX	putative_cytoplasmic_membrane-associated_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41640	CDS	3716586	3717074	-	menG	ribonuclease_activity_regulator_protein_RraA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41650	CDS	3717181	3718191	-	estX	putative_esterase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41670	CDS	3718261	3720636	-	ppsA	phosphoenolpyruvate_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41680	CDS	3720802	3721626	+	ydiA	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41690	CDS	3721917	3722456	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41710	CDS	3722462	3723988	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41730	CDS	3723992	3724975	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41740	CDS	3725032	3726219	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41750	CDS	3726233	3727831	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41760	CDS	3727851	3728876	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41780	CDS	3728917	3729678	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41790	CDS	3729757	3730194	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41800	CDS	3730426	3733149	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41810	CDS	3733152	3735857	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41820	CDS	3736022	3737383	+	pabB	para-aminobenzoate_synthase_component_I
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41830	CDS	3737426	3738043	-	thrH	phosphoserine_phosphatase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41840	CDS	3738178	3738981	+	cysH	phosphoadenosine_phosphosulfate_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41860	CDS	3739046	3739393	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41870	CDS	3739450	3740424	-	cysB	transcriptional_regulator_CysB
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41880	CDS	3740556	3741053	-		universal_stress_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41900	CDS	3741216	3742163	-	panE	2-dehydropantoate_2-reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41910	CDS	3742163	3742540	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41920	CDS	3742858	3743934	+	aroF-1	phospho-2-dehydro-3-deoxyheptonate_aldolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41930	CDS	3743992	3744477	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41950	CDS	3744661	3745350	+		enoyl-CoA_hydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41960	CDS	3745500	3745688	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41970	CDS	3745760	3746266	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41980	CDS	3746487	3746975	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41990	CDS	3747130	3747348	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42000	CDS	3747376	3747615	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42010	CDS	3747673	3748395	-		amidotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42020	CDS	3748639	3749010	+	arsC	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42030	CDS	3749019	3750017	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42050	CDS	3750040	3751011	-		putative_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42060	CDS	3751162	3752076	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42080	CDS	3752461	3754605	-	fadB	putative_3-hydroxyacyl-CoA_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42090	CDS	3754619	3755824	-		acetyl-CoA_acetyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42100	CDS	3756395	3757282	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42120	CDS	3757395	3758216	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42130	CDS	3758224	3758955	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42140	CDS	3759037	3759837	-		transglutaminase-like_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42150	CDS	3759834	3760787	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42160	CDS	3760790	3762202	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42180	CDS	3762552	3763238	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42200	CDS	3763348	3763689	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42220	CDS	3764042	3766099	+		membrane_sensor_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42230	CDS	3766270	3768564	+	bglX	periplasmic_beta-glucosidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42250	CDS	3768667	3769311	-	pscL	type_III_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42260	CDS	3769290	3769910	-	pscK	PscK_type_III_export_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42270	CDS	3769919	3770665	-	pscJ	pscJ_type_III_export_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42280	CDS	3770662	3771000	-	pscI	type_III_export_protein_PscI
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42290	CDS	3771000	3771431	-	pscH	type_III_export_protein_PscH
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42300	CDS	3771428	3771775	-	pscG	type_III_export_protein_PscG
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42310	CDS	3771778	3772035	-	pscF	type_III_export_protein_PscF
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42320	CDS	3772038	3772241	-	pscE	type_III_export_protein_PscE
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42340	CDS	3772204	3773502	-	pscD	type_III_export_protein_PscD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42350	CDS	3773504	3775306	-	pscC	Type_III_secretion_outer_membrane_protein_PscC_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42360	CDS	3775306	3775728	-	pscB	type_III_export_apparatus_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42380	CDS	3775762	3776592	-	exsD	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42390	CDS	3776690	3777526	-	exsA	transcriptional_regulator_ExsA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42400	CDS	3777824	3778237	-	exsB	exoenzyme_S_synthesis_protein_B
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42410	CDS	3778246	3778491	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42430	CDS	3778500	3778937	-	exsC	exoenzyme_S_synthesis_protein_C_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42440	CDS	3779064	3779951	-	popD	translocator_outer_membrane_protein_PopD_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42450	CDS	3779963	3781135	-	popB	translocator_protein_PopB
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42460	CDS	3781116	3781622	-	pcrH	regulatory_protein_PcrH
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42470	CDS	3781631	3782515	-	pcrV	type_III_secretion_protein_PcrV
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42480	CDS	3782525	3782821	-	pcrG	regulator_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42490	CDS	3782849	3783283	-	pcrR	transcriptional_regulator_protein_PcrR
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42500	CDS	3783280	3785400	-	pcrD	type_III_secretory_apparatus_protein_PcrD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42510	CDS	3785397	3785726	-	pcr4	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42520	CDS	3785731	3786096	-	pcr3	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42530	CDS	3786093	3786464	-	pcr2	putative_type_III_secretion_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42540	CDS	3786451	3786729	-	pcr1	putative_protein_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42550	CDS	3786710	3787576	-	popN	Type_III_secretion_outer_membrane_protein_PopN_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42570	CDS	3787767	3789089	+	pscN	type_III_secretion_system_ATPase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42580	CDS	3789086	3789562	+	pscO	translocation_protein_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42600	CDS	3789550	3790668	+	pscP	translocation_protein_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42610	CDS	3790665	3791594	+	pscQ	type_III_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42620	CDS	3791591	3792244	+	pscR	type_III_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42630	CDS	3792247	3792513	+	pscS	putative_translocation_protein_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42640	CDS	3792510	3793298	+	pscT	translocation_protein_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42660	CDS	3793295	3794344	+	pscU	translocation_protein_in_type_III_secretion
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42670	CDS	3794450	3796552	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42680	CDS	3796555	3797424	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42690	CDS	3797585	3798445	-	speE	spermidine_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42700	CDS	3798594	3799487	+	alkA	DNA-3-methyladenine_glycosidase_II
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42710	CDS	3799503	3799694	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42720	CDS	3799743	3800420	-	masA	enolase-phosphatase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42730	CDS	3800493	3801038	-		putative_oxidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42740	CDS	3801035	3801652	-		methylthioribulose-1-phosphate_dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42750	CDS	3801649	3802800	-		putative_MFS_metabolite_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42760	CDS	3802844	3803935	-	aroC	chorismate_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42770	CDS	3804043	3805026	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42780	CDS	3805104	3805883	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42790	CDS	3805908	3806822	-		N5-glutamine_S-adenosyl-L-methionine-dependent_methyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42820	CDS	3806993	3807589	+		isochorismatase_family_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42830	CDS	3807762	3808082	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42840	CDS	3808139	3808696	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42850	CDS	3808774	3809319	+	folE	GTP_cyclohydrolase_I
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42860	CDS	3809384	3809845	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42870	CDS	3810092	3810472	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42880	CDS	3810500	3811489	-	stk1	serine-threonine_kinase_Stk1
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42890	CDS	3811486	3812214	-	stp1	serine/threonine_phosphoprotein_phosphatase_Stp1
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42900	CDS	3812214	3815741	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42910	CDS	3815757	3816626	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42920	CDS	3816629	3817960	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42940	CDS	3817957	3818463	-		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42950	CDS	3818469	3819662	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42960	CDS	3819680	3819820	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42970	CDS	3819909	3821420	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42980	CDS	3821431	3824064	-		putative_ClpA/B-type_protease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_42990	CDS	3824071	3825078	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43000	CDS	3825042	3826622	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43020	CDS	3827167	3827574	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43030	CDS	3827587	3829062	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43040	CDS	3829090	3829596	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43050	CDS	3829632	3831188	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43070	CDS	3831886	3832404	+	hcpD	secreted_protein_Hcp
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43080	CDS	3832600	3834642	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43090	CDS	3834632	3835372	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43100	CDS	3835369	3840213	+		putative_Rhs_family_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43110	CDS	3841020	3841622	-		putative_glutathione_S-transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43130	CDS	3841678	3842844	-		putative_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43140	CDS	3842926	3843402	+		MarR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43150	CDS	3843452	3844087	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43160	CDS	3844318	3845520	+	benE	putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43170	CDS	3845527	3846420	-		bile_acid/Na+_symporter_family_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43180	CDS	3846579	3847340	-		short_chain_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43190	CDS	3847591	3848595	+		oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43200	CDS	3848759	3850480	+		putative_sulfate_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43220	CDS	3850461	3852419	-		putative_methyl-accepting_chemotaxis_transducer
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43230	CDS	3852621	3853028	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43240	CDS	3853035	3853643	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43250	CDS	3853781	3854128	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43270	CDS	3854107	3855216	-	ybbB	tRNA_2-selenouridine_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43280	CDS	3855216	3856250	-	selD	selenophosphate_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43290	CDS	3856334	3856612	-		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43300	CDS	3856727	3857764	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43310	CDS	3857768	3858373	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43320	CDS	3858484	3859392	-	glsA	glutaminase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43340	CDS	3859513	3860205	-	kdpE	two-component_response_regulator_KdpE
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43350	CDS	3860306	3862963	-	kdpD	two-component_sensor_KdpD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43370	CDS	3863071	3863622	-	kdpC	potassium-transporting_ATPase_subunit_C
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43380	CDS	3863676	3865748	-	kdpB	potassium-transporting_ATPase_subunit_B
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43400	CDS	3865760	3867454	-	kdpA	potassium-transporting_ATPase_subunit_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43405	CDS	3867465	3867554	-	kdbF	potassium-transporting_ATPase_subunit_F
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43420	CDS	3867742	3868896	-		putative_acyl-CoA_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43430	CDS	3868951	3869817	-		IclR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43440	CDS	3870059	3870844	+		enoyl-CoA_hydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43460	CDS	3870848	3872377	+	paaH	3-hydroxy-acyl-CoA_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43480	CDS	3872515	3873162	+		GntR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43490	CDS	3873178	3874452	+		putative_cyanate_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43510	CDS	3874504	3875571	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43520	CDS	3875737	3876543	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43530	CDS	3876552	3877214	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43540	CDS	3877294	3878154	-		putative_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43550	CDS	3878151	3878963	-		putative_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_43570	CDS	3879065	3879706	-		hypothetical_protein
